GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
84933	1	0.915	1.151	-0.1073506	-0.123608	64.86	C8orf76	chromosome 8 open reading frame 76
100533106	1	0.855	1.062	-0.1825641	-0.193883	83.64	ZHX1-C8orf76	ZHX1-C8orf76 readthrough
11244	1	0.433	0.809	-0.7847286	-0.635022	605.16	ZHX1	zinc fingers and homeoboxes 1
29028	1	0.828	0.903	0.2174912	0.19649	967.69	ATAD2	ATPase family AAA domain containing 2
55093	1	0.874	1.041	0.1584969	0.165067	90.58	NTAQ1	N-terminal glutamine amidase 1
114907	1	0.839	0.885	0.2026124	0.179385	405.43	FBXO32	F-box protein 32
157769	1	0.564	0.827	-0.5764631	-0.476922	933.8	FAM91A1	family with sequence similarity 91 member A1
654463	1	0.249	1.49	-1.1522747	-1.716956	57.83	FER1L6	fer-1 like family member 6
157378	1	0.196	0.881	-1.291917	-1.137983	216.78	TMEM65	transmembrane protein 65
55039	1	0.705	1.073	0.3787825	0.406255	86.14	TRMT12	tRNA methyltransferase 12 homolog
101927612	1	0.716	1.73	-0.3632257	-0.628536	18.91	RNF139-DT	RNF139 divergent transcript
11236	1	0.757	0.969	-0.3093616	-0.299694	229.92	RNF139	ring finger protein 139
83940	1	0.871	0.863	0.1623604	0.140177	302.8	TATDN1	TatD DNase domain containing 1
4715	1	0.446	0.822	0.7621981	0.626734	475.8	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
105375740	1	0.0779	1.018	-1.7632069	-1.794538	105.8	LOC105375740	uncharacterized LOC105375740
137209	1	0.685	1.71	-0.4058741	-0.694169	20.98	ZNF572	zinc finger protein 572
6713	1	0.491	0.816	-0.6884169	-0.561449	860.23	SQLE	squalene epoxidase
9897	1	0.473	0.82	-0.7177369	-0.588189	428.2	WASHC5	WASH complex subunit 5
286053	1	0.58	0.936	-0.5530598	-0.517603	160.41	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
10221	1	0.594	0.864	-0.5328279	-0.460122	252.36	TRIB1	tribbles pseudokinase 1
157638	1	0.594	0.885	-0.5333555	-0.471982	267.41	LRATD2	LRAT domain containing 2
105375751	1	0.62	1.612	-0.4964258	-0.800372	27.48	LOC105375751	uncharacterized LOC105375751
101867536	1	0.415	1.226	-0.8156821	-1.000209	50.77	PRNCR1	prostate cancer associated non-coding RNA 1
105375752	1	0.245	1.244	1.1627712	1.446178	55.24	LOC105375752	
103021165	1	0.56	1.807	0.5835023	1.054415	18.35	CASC19	cancer susceptibility 19
4609	1	0.757	0.802	-0.3093525	-0.248052	671.43	MYC	MYC proto-oncogene, bHLH transcription factor
5820	1	0.936	1.047	-0.0806646	-0.084433	103.13	PVT1	Pvt1 oncogene
641384	1	0.578	1.528	-0.5562476	-0.849766	27.82	LINC02912	long intergenic non-protein coding RNA 2912
51571	1	0.593	0.841	-0.5345109	-0.449582	488.81	CYRIB	CYFIP related Rac1 interactor B
50807	1	0.269	0.796	-1.1058004	-0.880444	611.43	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
23167	1	0.276	0.811	-1.0884389	-0.882478	978.88	EFR3A	EFR3 homolog A
3786	1	0.85	1.459	-0.1885285	-0.275002	32.14	KCNQ3	potassium voltage-gated channel subfamily Q member 3
51105	1	0.412	0.78	-0.8196286	-0.639096	911.67	PHF20L1	PHD finger protein 20 like 1
7038	1	0.418	1.974	0.8102644	1.599424	20.02	TG	thyroglobulin
6503	1	0.4	1.038	-0.8413923	-0.87295	91.4	SLA	Src like adaptor
10397	1	0.706	1.082	-0.3775457	-0.408449	5503.61	NDRG1	N-myc downstream regulated 1
6482	1	0.114	0.904	1.5810882	1.428657	285.51	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
57623	1	0.703	0.919	-0.3817969	-0.351039	164.69	ZFAT	zinc finger and AT-hook domain containing
102723694	1	0.478	1.152	-0.7094421	-0.817623	61.88	MIR30DHG	MIR30D and MIR30B host gene
10656	1	0.795	1.691	-0.2604525	-0.440365	28.1	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
83696	1	0.693	0.841	-0.3941885	-0.331394	318.27	TRAPPC9	trafficking protein particle complex subunit 9
107986981	1	0.239	1.612	-1.17751	-1.897608	23.08	LOC107986981	uncharacterized LOC107986981
359809	1	0.29	1.775	-1.0587031	-1.878813	18.7	PEG13	paternally expressed 13
54108	1	0.726	0.917	-0.3504707	-0.321299	250.11	CHRAC1	chromatin accessibility complex subunit 1
27161	1	0.4	0.789	-0.840826	-0.663789	861.02	AGO2	argonaute RISC catalytic component 2
107986982	1	0.173	1.547	-1.3634406	-2.109577	25.69	LOC107986982	MAGE-like protein 2
5747	1	0.357	0.776	-0.9214465	-0.715333	1091.81	PTK2	protein tyrosine kinase 2
22898	1	0.846	1.088	-0.1941105	-0.211157	120.64	DENND3	DENN domain containing 3
57210	1	0.363	0.938	0.9092216	0.853298	150.43	SLC45A4	solute carrier family 45 member 4
11156	1	0.213	1.222	1.2464661	1.523596	53.22	PTP4A3	protein tyrosine phosphatase 4A3
203062	1	0.676	1.021	0.4174402	0.426007	113.87	TSNARE1	t-SNARE domain containing 1
8629	1	0.808	0.998	-0.2434891	-0.243111	114.86	JRK	Jrk helix-turn-helix protein
8000	1	0.102	1.75	1.6338797	2.858622	22.26	PSCA	prostate stem cell antigen
54742	1	0.442	1.196	0.768719	0.919489	111.86	LY6K	lymphocyte antigen 6 family member K
100288181	1	0.395	1.467	0.8504763	1.247279	33.13	LNCOC1	lncRNA associated with ovarian cancer 1
51337	1	0.181	1.061	1.336699	1.418402	93.41	THEM6	thioesterase superfamily member 6
66004	1	0.0734	1.228	-1.7900964	-2.197797	63.48	LYNX1	Ly6/neurotoxin 1
8581	1	0.414	1.061	-0.8167837	-0.866747	1153.77	LY6D	lymphocyte antigen 6 family member D
4061	1	0.939	0.8	0.0771187	0.061673	741.33	LY6E	lymphocyte antigen 6 family member E
286128	1	0.663	1.064	-0.4354158	-0.463471	85.89	ZFP41	ZFP41 zinc finger protein
2738	1	0.832	1.48	-0.2122682	-0.314073	28.91	GLI4	GLI family zinc finger 4
79943	1	0.939	1.728	-0.076294	-0.131839	19.3	ZNF696	zinc finger protein 696
116447	1	0.692	0.899	0.3957517	0.355583	222.89	TOP1MT	DNA topoisomerase I mitochondrial
23144	1	0.684	0.962	-0.4069045	-0.391439	132.18	ZC3H3	zinc finger CCCH-type containing 3
79792	1	0.515	0.945	0.6509863	0.615322	161.85	GSDMD	gasdermin D
100310756	1	0.467	1.599	0.7272048	1.162772	25.67	LOC100310756	uncharacterized LOC100310756
642475	1	0.142	1.166	-1.4691939	-1.712991	66.58	MROH6	maestro heat like repeat family member 6
93100	1	0.734	0.897	0.3400483	0.305112	278.94	NAPRT	nicotinate phosphoribosyltransferase
1936	1	0.722	0.783	0.3553373	0.278254	1496.3	EEF1D	eukaryotic translation elongation factor 1 delta
84948	1	0.702	1.222	0.3826348	0.467557	54.14	TIGD5	tigger transposable element derived 5
65263	1	0.532	1.395	0.6254545	0.872405	35.16	PYCR3	pyrroline-5-carboxylate reductase 3
7264	1	0.957	0.96	-0.0542995	-0.052133	165.08	GFUS	GDP-L-fucose synthase
9831	1	0.746	0.898	-0.3241154	-0.291153	194.54	ZNF623	zinc finger protein 623
286075	1	0.727	1.179	-0.3494826	-0.412194	57.31	ZNF707	zinc finger protein 707
286077	1	0.288	0.787	-1.0623484	-0.835806	867.78	FAM83H	family with sequence similarity 83 member H
100128338	1	0.966	0.968	-0.0432173	-0.041829	131.96	FAM83H-AS1	replaced by ID 642574
23513	1	0.345	0.836	0.9440444	0.789282	376.99	SCRIB	scribble planar cell polarity protein
22827	1	0.659	0.819	0.441007	0.361041	439.94	PUF60	poly(U) binding splicing factor 60
107986985	1	0.812	1.363	0.2380388	0.3245	36.42	LOC107986985	uncharacterized LOC107986985
340371	1	0.474	1.203	-0.7161966	-0.861422	71.1	NRBP2	nuclear receptor binding protein 2
83481	1	0.104	0.784	-1.6235466	-1.27315	3320.61	EPPK1	epiplakin 1
5339	1	0.356	0.84	-0.9227933	-0.775274	10413.12	PLEC	plectin
84875	1	0.901	1.032	0.124723	0.128653	135.12	PARP10	poly(ADP-ribose) polymerase family member 10
2907	1	0.599	0.881	0.5260964	0.463658	333.53	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
26873	1	0.457	1.139	0.7440511	0.847762	79.4	OPLAH	5-oxoprolinase, ATP-hydrolysing
54512	1	0.374	1.232	0.8897183	1.096046	56.47	EXOSC4	exosome component 4
8733	1	0.974	0.892	0.032779	0.029234	255.25	GPAA1	glycosylphosphatidylinositol anchor attachment 1
1537	1	0.281	0.834	1.077249	0.897955	353.91	CYC1	cytochrome c1
81858	1	0.606	0.966	-0.5150777	-0.49749	127.21	SHARPIN	SHANK associated RH domain interactor
84232	1	0.623	0.861	0.4916055	0.423489	273.24	MAF1	MAF1 homolog, negative regulator of RNA polymerase III
51236	1	0.971	1.115	-0.0363386	-0.040502	69.69	HGH1	HGH1 homolog
727957	1	0.35	0.962	-0.933625	-0.898201	177.89	MROH1	maestro heat like repeat family member 1
23246	1	0.96	0.986	-0.0506442	-0.049952	147.4	BOP1	BOP1 ribosomal biogenesis factor
3297	1	0.755	0.871	-0.3117892	-0.271634	284.87	HSF1	heat shock transcription factor 1
8694	1	0.843	0.984	-0.1982432	-0.195125	120.22	DGAT1	diacylglycerol O-acyltransferase 1
26233	1	0.825	1.469	0.2211118	0.324743	32.85	FBXL6	F-box and leucine rich repeat protein 6
79581	1	0.878	0.995	-0.1530378	-0.152212	118.56	SLC52A2	solute carrier family 52 member 2
203054	1	0.333	1.339	-0.9673857	-1.295131	40.49	ADCK5	aarF domain containing kinase 5
29894	1	0.679	0.935	-0.4141272	-0.387293	357.54	CPSF1	cleavage and polyadenylation specific factor 1
55630	1	0.783	1.252	-0.2750511	-0.344279	47.13	SLC39A4	solute carrier family 39 member 4
51160	1	0.419	0.967	-0.8083987	-0.782048	145.19	VPS28	VPS28 subunit of ESCRT-I
4796	1	0.895	1.099	0.1317998	0.144877	101.63	TONSL	tonsoku like, DNA repair protein
50626	1	0.953	1.048	-0.0593962	-0.062264	87.74	ZFTRAF1	zinc finger TRAF-type containing 1
90990	1	0.381	1.145	-0.8756259	-1.002482	75.47	KIFC2	kinesin family member C2
84988	1	0.544	1.2	0.6069879	0.728135	57.33	PPP1R16A	protein phosphatase 1 regulatory subunit 16A
113655	1	0.793	1.483	0.2629165	0.389949	29.97	MFSD3	major facilitator superfamily domain containing 3
9401	1	0.867	1.085	0.1668461	0.180992	101.03	RECQL4	RecQ like helicase 4
9684	1	0.715	1.139	-0.3653753	-0.416018	65.47	LRRC14	leucine rich repeat containing 14
441381	1	0.882	1.541	0.1489574	0.229587	26.47	LRRC24	leucine rich repeat containing 24
414919	1	0.457	1.269	0.7438389	0.944097	50.59	C8orf82	chromosome 8 open reading frame 82
80728	1	0.679	1.127	-0.4135161	-0.466032	70.86	ARHGAP39	Rho GTPase activating protein 39
90987	1	0.835	1.186	0.2082116	0.246938	59.4	ZNF251	zinc finger protein 251
80778	1	0.747	1.42	-0.3221176	-0.457393	32.66	ZNF34	zinc finger protein 34
6132	1	0.528	0.758	0.6314728	0.478954	3449.52	RPL8	ribosomal protein L8
340385	1	0.884	1.665	0.1456141	0.242442	21.62	ZNF517	zinc finger protein 517
7553	1	0.949	0.982	0.0641848	0.062998	121.61	ZNF7	zinc finger protein 7
28991	1	0.811	1.049	0.2392817	0.250974	96.66	COMMD5	COMM domain containing 5
58500	1	0.982	1.099	0.0221683	0.02436	86.16	ZNF250	zinc finger protein 250
7564	1	0.674	1.22	0.4212508	0.513826	55.45	ZNF16	zinc finger protein 16
286101	1	0.846	0.904	-0.1944835	-0.175739	226.03	ZNF252P	zinc finger protein 252, pseudogene
286102	1	0.605	1.371	-0.5171499	-0.709138	35.93	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1
65265	1	0.575	0.896	-0.560896	-0.502439	196.92	C8orf33	chromosome 8 open reading frame 33
100287171	1	0.473	0.992	-0.7179355	-0.712517	116.31	WASHC1	WASH complex subunit 1
55871	1	0.761	0.88	0.3036989	0.26714	337.27	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
105375942	1	0.919	1.396	-0.1022682	-0.142763	36.45	LOC105375942	uncharacterized LOC105375942
81704	1	0.45	0.899	-0.7553302	-0.678863	201.64	DOCK8	dedicator of cytokinesis 8
23189	1	0.865	0.914	-0.170601	-0.155879	630.49	KANK1	KN motif and ankyrin repeat domains 1
6595	1	0.187	1.054	1.3196246	1.391055	1607.24	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
107987043	1	0.998	1.613	-0.0021694	-0.003499	29.23	LOC107987043	uncharacterized LOC107987043
7436	1	0.613	1.205	0.5062692	0.610078	286.6	VLDLR	very low density lipoprotein receptor
9933	1	0.734	0.955	0.3392966	0.324164	412.33	PUM3	pumilio RNA binding family member 3
5991	1	0.592	1.048	-0.5364944	-0.562379	87.78	RFX3	regulatory factor X3
403313	1	0.667	1.347	0.4305795	0.579949	40.19	PLPP6	phospholipid phosphatase 6
55664	1	0.553	1.023	0.5933434	0.607151	167.19	CDC37L1	cell division cycle 37 like 1, HSP90 cochaperone
50808	1	0.511	0.969	0.6575393	0.636947	224.3	AK3	adenylate kinase 3
10171	1	0.414	1.12	0.8169683	0.915405	113.29	RCL1	RNA terminal phosphate cyclase like 1
3717	1	0.686	0.973	0.4046668	0.393642	347.56	JAK2	Janus kinase 2
55848	1	0.548	1.199	0.6013609	0.720824	77.34	PLGRKT	plasminogen receptor with a C-terminal lysine
29126	1	0.495	1.237	0.682002	0.843354	59.47	CD274	CD274 molecule
80380	1	0.569	1.657	-0.5698457	-0.944052	21.17	PDCD1LG2	programmed cell death 1 ligand 2
57589	1	0.666	0.947	-0.4312792	-0.408221	376.91	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
79956	1	0.155	1.035	1.4228699	1.472745	455.95	ERMP1	endoplasmic reticulum metallopeptidase 1
158358	1	0.804	0.974	0.2479673	0.241562	639.51	KIAA2026	KIAA2026
2315	1	0.915	1.815	0.106447	0.193234	19.02	MLANA	melan-A
26953	1	0.661	0.989	0.4389569	0.434311	144.93	RANBP6	RAN binding protein 6
115426	1	0.768	1.035	0.2946939	0.305034	224.38	UHRF2	ubiquitin like with PHD and ring finger domains 2
23081	1	0.922	0.98	-0.0983501	-0.096423	403.76	KDM4C	lysine demethylase 4C
90871	1	0.0898	1.044	1.6964484	1.771784	112.5	DMAC1	distal membrane arm assembly component 1
5789	1	0.143	1.096	-1.4632885	-1.603858	182.3	PTPRD	protein tyrosine phosphatase receptor type D
286343	1	0.683	1.385	-0.4078406	-0.564911	34.61	LURAP1L	leucine rich adaptor protein 1 like
8777	1	0.263	0.967	-1.1183241	-1.081439	148.85	MPDZ	multiple PDZ domain crumbs cell polarity complex component
100009607	1	0.105	1.547	-1.6191432	-2.504525	42.97	TRH-GTG1-6	tRNA-His (anticodon GTG) 1-6
105375981	1	0.392	1.255	-0.8554862	-1.073761	52.65	LOC105375981	
158219	1	0.341	0.89	-0.9531712	-0.84806	480.02	TTC39B	tetratricopeptide repeat domain 39B
6619	1	0.782	0.979	0.2773181	0.271371	202.27	SNAPC3	small nuclear RNA activating complex polypeptide 3
11168	1	0.115	0.99	1.5773187	1.561721	497.8	PSIP1	PC4 and SRSF1 interacting protein 1
203238	1	0.695	1.235	0.392491	0.484889	64.31	CCDC171	coiled-coil domain containing 171
54875	1	0.872	0.977	0.1610492	0.157351	270.2	CNTLN	centlein
92949	1	0.307	1.38	-1.0225302	-1.410674	35.69	ADAMTSL1	ADAMTS like 1
158297	1	0.858	1.651	0.1784717	0.294737	22.39	SAXO1	stabilizer of axonemal microtubules 1
10670	1	0.441	1.006	0.7697154	0.774047	200.03	RRAGA	Ras related GTP binding A
54801	1	0.479	0.968	0.7074998	0.68504	258.77	HAUS6	HAUS augmin like complex subunit 6
677776	1	0.204	1.665	1.2688938	2.112827	27.9	SCARNA8	small Cajal body-specific RNA 8
123	1	0.819	1.228	-0.2288923	-0.280973	56.64	PLIN2	perilipin 2
55667	1	0.453	0.823	-0.7507026	-0.617955	450.75	DENND4C	DENN domain containing 4C
6194	1	0.0895	0.938	1.6979518	1.592301	5262.64	RPS6	ribosomal protein S6
340485	1	0.407	1.132	0.8299324	0.939531	69.18	ACER2	alkaline ceramidase 2
4300	1	0.815	1.254	0.2334148	0.292769	85.73	MLLT3	MLLT3 super elongation complex subunit
54914	1	0.754	0.981	-0.313798	-0.307872	178.48	FOCAD	focadhesin
401494	1	0.603	1.092	-0.5196965	-0.567439	82.73	HACD4	3-hydroxyacyl-CoA dehydratase 4
55958	1	0.579	0.933	0.554248	0.516842	223.14	KLHL9	kelch like family member 9
554202	1	0.0824	1.415	-1.7366937	-2.456929	69.81	MIR31HG	MIR31 host gene
338376	1	0.113	2.172	-1.5829583	-3.43814	18.44	IFNE	interferon epsilon
4507	1	0.884	0.988	0.1460035	0.144269	388.2	MTAP	methylthioadenosine phosphorylase
1029	1	0.158	1.056	1.412692	1.492069	878.98	CDKN2A	cyclin dependent kinase inhibitor 2A
100048912	1	0.364	1.156	0.9072253	1.0492	157.02	CDKN2B-AS1	CDKN2B antisense RNA 1
1030	1	0.717	0.897	-0.362113	-0.324847	838.84	CDKN2B	cyclin dependent kinase inhibitor 2B
63951	1	0.181	1.737	1.3372163	2.322121	39.73	DMRTA1	DMRT like family A1
1993	1	0.222	1.554	-1.222201	-1.899453	50.98	ELAVL2	ELAV like RNA binding protein 2
286319	1	0.77	1.354	0.2924314	0.396054	114.97	TUSC1	tumor suppressor candidate 1
79886	1	0.724	1.024	0.3531664	0.361531	173.13	CAAP1	caspase activity and apoptosis inhibitor 1
9373	1	0.377	0.971	0.8829073	0.856958	321.84	PLAA	phospholipase A2 activating protein
80173	1	0.536	0.959	0.6190705	0.593672	160.09	IFT74	intraflagellar transport 74
7010	1	0.705	1.394	-0.3787526	-0.527927	34.95	TEK	TEK receptor tyrosine kinase
79817	1	0.92	1.219	-0.1010393	-0.123205	269.84	MOB3B	MOB kinase activator 3B
203228	1	0.911	1.006	0.111356	0.112005	105.39	C9orf72	C9orf72-SMCR8 complex subunit
48	1	0.289	0.98	1.0608703	1.040172	306.47	ACO1	aconitase 1
23586	1	0.682	0.812	0.4100108	0.332869	494.1	RIGI	RNA sensor RIG-I
100129250	1	0.227	1.612	1.2084929	1.94855	24.94	SMIM27	small integral membrane protein 27
4712	1	0.169	1.012	1.3740532	1.390798	134.57	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
54840	1	0.308	0.9	1.0191455	0.917083	274.18	APTX	aprataxin
3301	1	0.415	0.776	0.8158444	0.633346	1052.4	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
55234	1	0.14	0.832	1.4739461	1.226201	671.83	SMU1	SMU1 DNA replication regulator and spliceosomal factor
2683	1	0.21	0.865	1.2532406	1.083434	1008.33	B4GALT1	beta-1,4-galactosyltransferase 1
101929639	1	0.117	1.35	1.5677172	2.115798	45.25	B4GALT1-AS1	B4GALT1 antisense RNA 1
51510	1	0.148	0.819	1.4455971	1.183612	867.44	CHMP5	charged multivesicular body protein 5
4799	1	0.277	0.876	1.0861259	0.951806	485.39	NFX1	nuclear transcription factor, X-box binding 1
360	1	0.9	0.929	-0.125203	-0.116295	538.79	AQP3	aquaporin 3 (Gill blood group)
65083	1	0.261	0.926	1.1235502	1.040247	212.84	NOL6	nucleolar protein 6
441459	1	0.765	1.962	0.29918	0.587094	32.75	ANKRD18B	ankyrin repeat domain 18B
304	1	0.953	0.93	0.0587973	0.05468	257.32	ANXA2P2	annexin A2 pseudogene 2
5646	1	0.108	1.235	-1.6073762	-1.985741	60.1	PRSS3	serine protease 3
54926	1	0.14	0.856	1.4763571	1.263666	428.59	UBE2R2	ubiquitin conjugating enzyme E2 R2
25853	1	0.114	0.835	1.5800931	1.319231	476.78	DCAF12	DDB1 and CUL4 associated factor 12
51271	1	0.516	0.893	0.6502616	0.580515	551	UBAP1	ubiquitin associated protein 1
114224	1	0.463	1.116	-0.7338204	-0.818916	70.45	LOC114224	uncharacterized LOC114224
318	1	0.116	1.106	1.5737658	1.740013	79.97	NUDT2	nudix hydrolase 2
57462	1	0.086	0.992	1.7168926	1.703872	191.63	MYORG	myogenesis regulating glycosidase (putative)
203259	1	0.515	1.064	0.6517771	0.69349	94.3	FAM219A	family with sequence similarity 219 member A
11258	1	0.268	1.034	1.1066971	1.143915	124.62	DCTN3	dynactin subunit 3
2592	1	0.76	1.306	0.3048514	0.39817	51.1	GALT	galactose-1-phosphate uridylyltransferase
6366	1	0.129	1.674	-1.5194308	-2.544013	36.39	CCL21	C-C motif chemokine ligand 21
23349	1	0.725	1.598	-0.3516178	-0.561897	24.34	PHF24	PHD finger protein 24
25822	1	0.354	1.195	0.926828	1.107704	78.38	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
138724	1	0.342	1.762	0.9499153	1.673469	21.33	C9orf131	chromosome 9 open reading frame 131
7415	1	0.132	0.855	1.5076557	1.289621	2492.47	VCP	valosin containing protein
84720	1	0.211	1.031	1.2507506	1.289197	196.69	PIGO	phosphatidylinositol glycan anchor biosynthesis class O
80256	1	0.791	1.117	-0.2648438	-0.295824	84.15	ATOSB	atos homolog B
10497	1	0.751	0.863	0.3175561	0.274089	321.17	UNC13B	unc-13 homolog B
9853	1	0.951	1.064	0.0611134	0.064995	92.19	RUSC2	RUN and SH3 domain containing 2
7016	1	0.334	1.045	0.9663615	1.009491	91.8	TESK1	testis associated actin remodelling kinase 1
6023	1	0.51	0.748	0.6584926	0.492303	15725.44	RMRP	RNA component of mitochondrial RNA processing endoribonuclease
203260	1	0.558	1.512	0.5860469	0.886312	28.73	CCDC107	coiled-coil domain containing 107
84904	1	0.654	1.251	0.4476064	0.560063	54.01	ARHGEF39	Rho guanine nucleotide exchange factor 39
768	1	0.162	1.754	1.397741	2.451595	64.48	CA9	carbonic anhydrase 9
7169	1	0.889	0.919	-0.1391618	-0.127955	409.18	TPM2	tropomyosin 2
7094	1	0.624	0.822	0.4900324	0.402702	1624.57	TLN1	talin 1
102465513	1	0.955	1.506	-0.0560445	-0.084421	29.11	MIR6852	microRNA 6852
10488	1	0.266	0.998	1.1129712	1.110582	118.32	CREB3	cAMP responsive element binding protein 3
57704	1	0.683	0.957	-0.4084716	-0.390937	161.35	GBA2	glucosylceramidase beta 2
9827	1	0.473	0.938	0.7179443	0.673739	165.37	RGP1	RGP1 homolog, RAB6A GEF complex partner 1
692094	1	0.299	1.481	1.0382068	1.5381	31.86	MSMP	microseminoprotein, prostate associated
4882	1	0.374	1.495	-0.8886167	-1.328327	28.85	NPR2	natriuretic peptide receptor 2
51754	1	0.147	1.41	1.4506784	2.045461	36.4	TMEM8B	transmembrane protein 8B
8434	1	0.205	1.411	-1.2665431	-1.787583	39.91	RECK	reversion inducing cysteine rich protein with kazal motifs
152007	1	0.623	1.164	-0.4909974	-0.5715	76.98	GLIPR2	GLI pathogenesis related 2
1211	1	0.209	0.806	1.2571024	1.0131	563.12	CLTA	clathrin light chain A
10020	1	0.458	1.023	0.742963	0.76038	124.53	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
152006	1	0.46	0.892	0.7387089	0.658975	214.68	RNF38	ring finger protein 38
9833	1	0.257	0.974	1.1335741	1.104312	262.56	MELK	maternal embryonic leucine zipper kinase
100506710	1	0.945	0.832	0.0684278	0.056908	353.17	EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene
84186	1	0.933	0.843	-0.0835214	-0.070371	314.23	ZCCHC7	zinc finger CCHC-type containing 7
105376033	1	0.595	1.496	-0.5315656	-0.7951	27.75	LOC105376033	uncharacterized LOC105376033
9380	1	0.235	0.912	1.1870595	1.082928	183.99	GRHPR	glyoxylate and hydroxypyruvate reductase
9925	1	0.524	0.95	0.6375696	0.605659	163.97	ZBTB5	zinc finger and BTB domain containing 5
64425	1	0.154	0.998	1.4245253	1.422216	116.33	POLR1E	RNA polymerase I subunit E
26267	1	0.798	1.498	0.2559638	0.383383	33.37	FBXO10	F-box protein 10
401505	1	0.203	0.891	1.2726076	1.134483	273.92	TOMM5	translocase of outer mitochondrial membrane 5
158234	1	0.851	1.022	-0.1879439	-0.192157	100.66	TRMT10B	tRNA methyltransferase 10B
51010	1	0.572	1.005	0.5647012	0.567516	137.41	EXOSC3	exosome component 3
79269	1	0.742	0.851	-0.3293885	-0.280303	300.76	DCAF10	DDB1 and CUL4 associated factor 10
92014	1	0.904	1.214	0.1207677	0.146584	51.81	SLC25A51	solute carrier family 25 member 51
6461	1	0.928	0.981	0.0905191	0.088787	232.4	SHB	SH2 domain containing adaptor protein B
219	1	0.358	0.996	0.9189683	0.915742	131.96	ALDH1B1	aldehyde dehydrogenase 1 family member B1
253650	1	0.172	1.67	1.3660372	2.28072	38.09	ANKRD18A	ankyrin repeat domain 18A
79937	1	0.963	1.298	-0.0460272	-0.05972	51.54	CNTNAP3	contactin associated protein family member 3
401509	1	0.23	1.199	1.2011116	1.440371	59.7	ZNF658B	zinc finger protein 658B (pseudogene)
389741	1	0.43	1.514	0.7884976	1.19377	27.99	GLIDR	glioblastoma down-regulated RNA
654466	1	0.737	1.547	0.3362238	0.520254	26.25	FGF7P3	fibroblast growth factor 7 pseudogene 3
105376050	1	0.668	1.651	-0.4282839	-0.707225	21.48	LOC105376050	uncharacterized LOC105376050
107986991	1	0.158	1.411	1.4122729	1.992331	38.71	LOC107986991	
107986997	1	0.854	1.126	-0.1838529	-0.207097	66.56	LOC107986997	uncharacterized LOC107986997
100132352	1	0.833	1.121	0.2107531	0.236206	70.8	FRG1HP	FSHD region gene 1 family member H, pseudogene
595135	1	0.942	1.709	-0.0732528	-0.125154	22.15	PGM5P2	phosphoglucomutase 5 pseudogene 2
644019	1	0.605	0.937	0.517032	0.484333	158	ZNG1F	Zn regulated GTPase metalloprotein activator 1F
107984035	1	0.457	1.366	0.7435287	1.015823	45.47	LOC107984035	uncharacterized LOC107984035
112268035	1	0.479	1.16	0.7078232	0.8212	75.03	LOC112268035	
728577	1	0.498	1.29	0.6780047	0.87496	58.88	CNTNAP3B	contactin associated protein family member 3B
100289279	1	0.743	1.757	0.3284227	0.576945	18.58	CNTNAP3C	contactin associated protein family member 3C
103352539	1	0.929	1.749	0.088898	0.155451	19.54	LINC01410	long intergenic non-protein coding RNA 1410
100132249	1	0.379	1.875	0.8789215	1.648281	20.62	LOC100132249	uncharacterized LOC100132249
203274	1	0.996	1.268	-0.0051176	-0.006489	45.03	LINC00537	long intergenic non-protein coding RNA 537
105379251	1	0.824	1.256	-0.2219915	-0.278874	46.44	LOC105379251	replaced by ID 220869
220869	1	0.876	0.877	-0.1556079	-0.136453	247.69	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
105379250	1	0.787	1.524	-0.2706495	-0.412552	27	LOC105379250	
107987072	1	0.386	1.092	0.8672281	0.947009	79.88	LOC107987072	
26149	1	0.107	0.975	1.6127414	1.571712	146.55	ZNF658	zinc finger protein 658
643827	1	0.68	1.349	0.4121316	0.555779	45.44	CNTNAP3P2	CNTNAP3 pseudogene 2
445571	1	0.776	0.92	0.2840856	0.261442	175.44	ZNG1C	Zn regulated GTPase metalloprotein activator 1C
116224	1	0.778	0.96	-0.2813277	-0.270154	135.11	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1
2395	1	0.301	1.161	1.0341849	1.200444	62.15	FXN	frataxin
